[  492]  Di 2016-02-09 12:45:55.750   lat: 52.72128°  lon: 2.14932°  alt: 7654.35m  vH: 23.3m/s  D: 28.1°  vV: -14.7m/s    P=348.71hPa  T=-50.16°C  H1=9.12%  H2=7.82%    (132055654)  Check: 00000
[  493]  Di 2016-02-09 12:45:56.250   lat: 52.72137°  lon: 2.14940°  alt: 7647.03m  vH: 23.4m/s  D: 27.4°  vV: -14.8m/s    P=349.07hPa  T=-50.17°C  H1=9.92%  H2=8.53%    (132055654)  Check: 00000
[  494]  Di 2016-02-09 12:45:56.750   lat: 52.72147°  lon: 2.14948°  alt: 7639.69m  vH: 23.3m/s  D: 27.0°  vV: -14.6m/s    P=349.49hPa  T=-50.16°C  H1=10.69%  H2=9.20%    (132055654)  Check: 00000
[  495]  Di 2016-02-09 12:45:57.250   lat: 52.72156°  lon: 2.14956°  alt: 7632.39m  vH: 23.4m/s  D: 27.0°  vV: -14.6m/s    P=349.82hPa  T=-50.15°C  H1=11.47%  H2=9.88%    (132055654)  Check: 00000
[  496]  Di 2016-02-09 12:45:57.750   lat: 52.72165°  lon: 2.14963°  alt: 7624.97m  vH: 23.2m/s  D: 26.4°  vV: -14.6m/s    P=350.22hPa  T=-50.13°C  H1=12.21%  H2=10.60%    (132055654)  Check: 00000
[  497]  Di 2016-02-09 12:45:58.250   lat: 52.72175°  lon: 2.14971°  alt: 7617.63m  vH: 22.9m/s  D: 27.0°  vV: -14.7m/s    P=350.65hPa  T=-50.13°C  H1=12.92%  H2=11.21%    (132055654)  Check: 00000
[  498]  Di 2016-02-09 12:45:58.750   lat: 52.72184°  lon: 2.14979°  alt: 7610.33m  vH: 23.2m/s  D: 26.8°  vV: -14.6m/s    P=351.03hPa  T=-50.10°C  H1=13.65%  H2=11.83%    (132055654)  Check: 00000
[  499]  Di 2016-02-09 12:45:59.250   lat: 52.72193°  lon: 2.14986°  alt: 7602.98m  vH: 23.3m/s  D: 25.9°  vV: -14.7m/s    P=351.39hPa  T=-50.07°C  H1=14.36%  H2=12.46%    (132055654)  Check: 00000
[  500]  Di 2016-02-09 12:45:59.750   lat: 52.72203°  lon: 2.14994°  alt: 7595.67m  vH: 23.3m/s  D: 25.5°  vV: -14.7m/s    P=351.85hPa  T=-50.04°C  H1=15.02%  H2=13.09%    (132055654)  Check: 00000
[  501]  Di 2016-02-09 12:46:00.250   lat: 52.72212°  lon: 2.15002°  alt: 7588.23m  vH: 23.1m/s  D: 26.1°  vV: -14.7m/s    P=352.22hPa  T=-50.00°C  H1=15.68%  H2=13.65%    (132055654)  Check: 00000
[  502]  Di 2016-02-09 12:46:00.750   lat: 52.72221°  lon: 2.15009°  alt: 7580.84m  vH: 23.0m/s  D: 26.3°  vV: -14.7m/s    P=352.57hPa  T=-49.97°C  H1=16.36%  H2=14.23%    (132055654)  Check: 00000
[  503]  Di 2016-02-09 12:46:01.250   lat: 52.72231°  lon: 2.15017°  alt: 7573.51m  vH: 23.5m/s  D: 26.6°  vV: -14.8m/s    P=353.09hPa  T=-49.93°C  H1=17.00%  H2=14.82%    (132055654)  Check: 00000
[  504]  Di 2016-02-09 12:46:01.750   lat: 52.72240°  lon: 2.15024°  alt: 7566.10m  vH: 23.4m/s  D: 26.1°  vV: -14.6m/s    P=353.45hPa  T=-49.89°C  H1=17.53%  H2=15.27%    (132055654)  Check: 00000
[  505]  Di 2016-02-09 12:46:02.250   lat: 52.72249°  lon: 2.15032°  alt: 7558.84m  vH: 23.0m/s  D: 25.9°  vV: -14.5m/s    P=353.81hPa  T=-49.85°C  H1=18.02%  H2=15.70%    (132055654)  Check: 00000
[  506]  Di 2016-02-09 12:46:02.750   lat: 52.72259°  lon: 2.15039°  alt: 7551.56m  vH: 23.3m/s  D: 26.2°  vV: -14.5m/s    P=354.20hPa  T=-49.81°C  H1=18.49%  H2=16.04%    (132055654)  Check: 00000
[  507]  Di 2016-02-09 12:46:03.250   lat: 52.72268°  lon: 2.15047°  alt: 7544.29m  vH: 23.7m/s  D: 26.2°  vV: -14.6m/s    P=354.56hPa  T=-49.76°C  H1=18.90%  H2=16.38%    (132055654)  Check: 00000
[  509]  Di 2016-02-09 12:46:04.250   lat: 52.72288°  lon: 2.15062°  alt: 7529.64m  vH: 23.7m/s  D: 26.0°  vV: -14.6m/s    P=355.37hPa  T=-49.68°C  H1=19.57%  H2=16.99%    (132055654)  Check: 00000
[  510]  Di 2016-02-09 12:46:04.750   lat: 52.72297°  lon: 2.15070°  alt: 7522.27m  vH: 23.7m/s  D: 25.8°  vV: -14.6m/s    P=355.77hPa  T=-49.63°C  H1=19.90%  H2=17.30%    (132055654)  Check: 00000
[  511]  Di 2016-02-09 12:46:05.250   lat: 52.72307°  lon: 2.15078°  alt: 7514.93m  vH: 23.8m/s  D: 26.0°  vV: -14.6m/s    P=356.19hPa  T=-49.59°C  H1=20.21%  H2=17.52%    (132055654)  Check: 00000
[  512]  Di 2016-02-09 12:46:05.750   lat: 52.72317°  lon: 2.15086°  alt: 7507.53m  vH: 24.1m/s  D: 25.9°  vV: -14.6m/s    P=356.60hPa  T=-49.54°C  H1=20.53%  H2=17.78%    (132055654)  Check: 00000
